metric,fiscal_year_label,period_start,period_end,reported_value,normalized_value,reported_unit,normalized_unit,taxonomy,xbrl_concept,sec_form,filing_date,accession_number,source_url,company_facts_url,retrieval_timestamp,selection_status,selection_reason,value_type,presentation_type,transformation_notes,statement_type,period_type,fact_fiscal_year,fact_fiscal_period,frame,candidate_priority,face_statement_url,face_statement_retrieval_timestamp,face_statement_sha256,face_statement_label,face_statement_value,face_reconciliation_status,face_reconciliation_note,supporting_source_url,supporting_source_retrieval_timestamp,supporting_source_sha256,supporting_source_label,supporting_source_notes,content_sha256
diluted_weighted_average_shares,FY2022,2021-06-01,2022-05-31,1610800000,1610.8,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"shares divided by 1,000,000.",income_statement,duration,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R3.htm,2026-09-07T07:03:56.168211+00:00,ea7d6dbbd0927e1fbd1cd2e42aa966c747c38111946fd03880726615e48d3f82,Diluted (in shares),1610.8,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_weighted_average_shares,FY2022,2021-06-01,2022-05-31,1610800000,1610.8,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"shares divided by 1,000,000.",income_statement,duration,2024,FY,CY2021,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R3.htm,2026-09-07T07:03:57.836582+00:00,ac6824da10fc859f7f318c38a85e9f8642ebe92d2da0b978146ee3e1cf4aaca2,Diluted (in shares),1610.8,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_and_cash_equivalents,FY2022,,2022-05-31,8574000000,8574,USD,USD millions,us-gaap,CashAndCashEquivalentsAtCarryingValue,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Cash and equivalents,8574,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_and_cash_equivalents,FY2022,,2022-05-31,8574000000,8574,USD,USD millions,us-gaap,CashAndCashEquivalentsAtCarryingValue,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Cash and equivalents,8574,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
short_term_investments,FY2022,,2022-05-31,4423000000,4423,USD,USD millions,us-gaap,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Short-term investments,4423,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
short_term_investments,FY2022,,2022-05-31,4423000000,4423,USD,USD millions,us-gaap,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Short-term investments,4423,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
accounts_receivable,FY2022,,2022-05-31,4667000000,4667,USD,USD millions,us-gaap,AccountsReceivableNetCurrent,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,"Accounts receivable, net",4667,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
accounts_receivable,FY2022,,2022-05-31,4667000000,4667,USD,USD millions,us-gaap,AccountsReceivableNetCurrent,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,"Accounts receivable, net",4667,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2022,,2022-05-31,8420000000,8420,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Inventories,8420,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2022,,2022-05-31,8420000000,8420,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Inventories,8420,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_assets,FY2022,,2022-05-31,28213000000,28213,USD,USD millions,us-gaap,AssetsCurrent,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Total current assets,28213,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_assets,FY2022,,2022-05-31,28213000000,28213,USD,USD millions,us-gaap,AssetsCurrent,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Total current assets,28213,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_liabilities,FY2022,,2022-05-31,10730000000,10730,USD,USD millions,us-gaap,LiabilitiesCurrent,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Total current liabilities,10730,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_liabilities,FY2022,,2022-05-31,10730000000,10730,USD,USD millions,us-gaap,LiabilitiesCurrent,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Total current liabilities,10730,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_assets,FY2022,,2022-05-31,40321000000,40321,USD,USD millions,us-gaap,Assets,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,TOTAL ASSETS,40321,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_assets,FY2022,,2022-05-31,40321000000,40321,USD,USD millions,us-gaap,Assets,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,TOTAL ASSETS,40321,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
notes_payable_and_short_term_borrowings,FY2022,,2022-05-31,10000000,10,USD,USD millions,us-gaap,ShortTermBorrowings,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence. The filing-note evidence independently agrees.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Notes payable,10,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R55.htm,2026-09-07T07:37:47.682524+00:00,1a62d364b7a889e97bebc6f2a874e4764cb86a72dff4ca0507b390d166773edb,Note 7 - Total notes payable,"Detail confirms $10 million total notes payable, all from non-U.S. operations.",54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
notes_payable_and_short_term_borrowings,FY2022,,2022-05-31,10000000,10,USD,USD millions,us-gaap,ShortTermBorrowings,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence. The filing-note evidence independently agrees.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Notes payable,10,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R55.htm,2026-09-07T07:37:47.682524+00:00,1a62d364b7a889e97bebc6f2a874e4764cb86a72dff4ca0507b390d166773edb,Note 7 - Total notes payable,"Detail confirms $10 million total notes payable, all from non-U.S. operations.",54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
